"state","county","clinton_pctvotes","trump_pctvotes","obama_pctvotes","pct_pop65","pct_black","pct_white","pct_hispanic","pct_asian","highschool","bachelors","income","trump_win"
"CO","Mesa County",27.99,64.28,32.52,16.9,1,94.2,14.1,0.9,89.6,25.7,49.471,1
"CO","Mineral County",36.35,52.76,44.77,26.5,0.4,97.1,4.4,0.4,96.5,39.3,47.083,1
"CO","Moffat County",13.43,81.31,21.37,12.9,0.5,95.2,14.3,0.8,89.2,15.6,53.231,1
"CO","Montezuma County",30.85,61.16,36.67,19.1,0.5,83.1,12.2,0.9,89.9,27.3,43.188,1
"CO","Montrose County",25.81,67.88,30.71,21.3,0.7,94.3,20.2,0.8,85.7,24.5,45.718,1
"CO","Morgan County",26.31,68.17,35.89,15.4,3.1,92.8,35.3,0.7,78.8,15.1,43.774,1
"CO","Otero County",34.12,59.31,44.36,19,1.2,91.4,41,0.9,83,15.5,33.848,1
"CO","Ouray County",51.41,40.68,51.52,24.6,0.2,96.8,5.5,0.6,98.4,47.5,64.601,0
"CO","Park County",32.71,59.08,41.1,16.2,0.6,94.6,6.2,1.1,95.6,32,61.57,1
"CO","Phillips County",18.7,76.8,25.96,20.8,1,96.1,20.6,0.6,85.6,16.8,43.011,1
"CO","Pitkin County",69.69,24.28,67.98,15.6,0.8,95.7,9.9,1.4,96,56.8,72.745,0
"CO","Prowers County",23.56,70.47,31.15,16.1,0.8,95.3,36.4,0.4,79.2,14.1,34.391,1
"CO","Pueblo County",46.49,46.16,55.42,17.1,2.5,90.8,42.5,1,87.1,21.5,41.777,0
"CO","Rio Blanco County",12.6,80.97,16.94,13.7,1.1,94.2,11.1,0.5,91.3,23.1,60.128,1
"CO","Rio Grande County",36.17,55.76,44.53,18.6,0.7,93.4,44.2,0.5,84.1,20.3,38.993,1
"CO","Routt County",54.36,37.39,56.67,12.3,0.6,96.4,7,0.8,96.9,48,62.002,0
"CO","Saguache County",49.69,40.97,63.02,18.9,0.8,92.7,38.3,0.9,78,23.8,34.6,0
"CO","San Juan County",52.37,42.49,52.57,20.4,0.1,94.9,14.2,1.3,94.4,24.8,39.583,0
"CO","San Miguel County",68.66,23.89,70.25,10.4,0.7,95.3,9.6,0.9,96.1,53.5,63.594,0
"CO","Sedgwick County",19.57,74.41,31.34,24.4,0.5,95.4,15.1,1.4,86.8,15,40.221,1
"CO","Summit County",59.16,31.53,60.97,10.8,1,95.4,14.7,1,95.7,47.7,63.697,0
"CO","Teller County",24.97,67.45,32.07,18,0.7,94.7,6.2,0.9,93.6,31.6,59.04,1
"CO","Washington County",10.67,84.34,17.96,20.8,0.8,97,9.5,0.4,90.4,18.5,44.683,1
"CO","Weld County",34.28,56.72,42.08,11.1,1.4,93.1,28.8,1.5,85.6,25.9,57.18,1
"CO","Yuma County",15.03,80.51,21.2,17.4,0.4,97.3,21.9,0.5,88,17.7,44.308,1
"CT","Fairfield County",58.19,37.89,54.98,14.4,12.2,79.8,18.7,5.5,89,44.8,82.283,0
"CT","Hartford County",58.56,37.05,62.25,15.6,15.2,76.8,17,5.1,88.1,34.9,64.967,0
"CT","Litchfield County",40.89,54.78,47.43,18.4,1.8,94.4,5.5,1.8,91.3,33.4,71.338,1
"CT","Middlesex County",51.25,43.94,57.34,17.7,5.4,89.4,5.8,3,93.8,39.1,76.994,0
"CT","New Haven County",54.16,42.13,61.87,15.6,14.2,78.8,16.8,4.2,88.3,32.9,61.996,0
"CT","New London County",50.55,43.83,58.32,16,6.9,83.9,9.9,4.5,90.5,31.3,66.583,0
"CT","Tolland County",49.89,44.1,55.5,14,3.6,90.3,5,4.1,93,36.9,80.529,0
"CT","Windham County",42.95,50.76,55.65,14.7,2.9,92.8,10.9,1.4,86.8,22.3,59.333,1
"DC","District of Columbia",92.85,4.12,91.36,11.3,49,43.6,10.4,4,88.4,52.4,65.83,0
"DE","Kent County",44.91,49.81,51.73,15.6,25.2,68.3,6.9,2.3,85.2,21.4,55.149,1
"DE","New Castle County",62.3,32.7,66.3,13.8,24.9,67.1,9.4,5.2,89.4,33.8,64.537,0
"DE","Sussex County",37.17,59.17,42.88,24.2,12.8,82.5,9.3,1.2,85.6,22.2,52.71,1
"FL","Alachua County",58.96,36.44,57.87,12.5,20.5,70.6,9.1,5.9,91.2,40.5,42.149,0
"FL","Baker County",16.72,81.48,20.32,12.9,13.5,83.9,2.4,0.7,80.1,10,49.236,1
"FL","Bay County",24.89,71.15,27.6,16.1,11.3,82.4,5.7,2.3,87,21.1,47.461,1
"FL","Bradford County",24.17,73.67,28.58,17.6,19.1,78.2,3.8,0.5,75.5,9.2,40.259,1
"FL","Brevard County",38.02,57.78,43.07,22.6,10.7,83.8,9.3,2.4,90.2,26.3,48.039,1
"FL","Broward County",66.47,31.42,67.19,15.3,28.9,64.9,27.5,3.7,87.8,29.9,51.251,0
"FL","Calhoun County",20.37,76.59,27.05,17.3,13.6,81.8,5.8,0.8,73.5,7.8,32.78,1
"FL","Charlotte County",34.7,62.49,42.4,37.7,6.2,90.5,6.7,1.4,88.8,21.2,44.378,1
"FL","Citrus County",28.6,68.32,38.49,35.2,3.1,93.3,5.2,1.6,86,16.6,39.1,1
"FL","Clay County",26.11,70.42,26.67,14.2,10.9,82.4,9.2,3.2,90.2,24,59.482,1
"FL","Collier County",35.74,61.76,34.66,29.4,7.2,89.7,26.7,1.4,85.8,31.7,55.843,1
"FL","Columbia County",26.48,70.95,31.15,17.3,18.5,78,5.6,1.1,82.6,13.3,38.07,1
"FL","DeSoto County",34.95,62.67,42.32,19.7,13.2,83.5,30.5,0.8,71.3,10.6,34.963,1
"FL","Dixie County",17.63,80.84,25.9,22,9.1,88.5,3.7,0.4,78.5,8.4,33.981,1
"FL","Duval County",47.49,49,47.77,12.8,30.1,62,8.6,4.7,87.9,26.4,48.323,1
"FL","Escambia County",37.67,58.29,39.18,15.7,22.8,69.9,5.5,3.1,87.9,23.7,43.918,1
"FL","Flagler County",38.29,58.88,45.87,28.4,11.5,83.7,9.8,2.4,90.2,23.3,47.233,1
"FL","Franklin County",28.95,68.62,33.7,20.1,14.4,82.7,5.1,0.7,79.3,14.4,38.328,1
"FL","Gadsden County",67.91,30.44,70.1,15.5,55.2,42.3,10.5,0.7,77.2,14.9,35.38,0
"FL","Gilchrist County",17.31,80.07,23.84,19.4,5.7,91.7,5.2,0.5,79.8,11.1,38.406,1
"FL","Glades County",29.18,68.79,40.19,26.5,14,78.7,21.7,0.7,78,12.2,34.694,1
"FL","Gulf County",23.56,73.09,28.32,18.1,19.1,78,5,0.6,79.5,13.6,40.455,1
"FL","Hamilton County",34.84,63.09,41.19,15.9,33.5,63,9.5,0.8,75.1,9.4,37.716,1
"FL","Hardee County",28.34,69.13,34.08,14.8,7.6,88.5,43.1,1.2,64.2,8.8,37.125,1
"FL","Hendry County",41.51,55.75,46.65,12.7,13.2,82,50.9,1.3,64.4,9.9,35.425,1
"FL","Hernando County",33.89,62.88,45.21,27.5,5.7,90.5,11.6,1.4,86.5,15.5,41.024,1
"FL","Highlands County",32.69,64.73,38.05,33.8,10.6,85.6,18.4,1.5,81,14.9,35.56,1
"FL","Hillsborough County",51.49,44.69,52.85,13.1,17.5,75.3,26.5,4,86.8,29.5,49.596,0
"FL","Holmes County",10.02,87.89,15.28,18.9,6.8,89.4,2.7,0.7,75.5,12,35.511,1
"FL","Indian River County",36.29,60.78,38.47,30,9.4,87.3,11.9,1.5,87,26.6,44.772,1
"FL","Jackson County",30.4,67.78,35.06,18,27,69.8,4.8,0.6,78,14.2,36.809,1
"FL","Jefferson County",46.29,51.43,50.53,20.1,35.4,62.1,4.1,0.5,81.2,16.9,44.17,1
"FL","Lafayette County",15.26,82.81,20.21,14,15.2,82.5,12.5,0.2,78.4,9.3,39.722,1
"FL","Lake County",36.84,59.97,40.98,26,10.6,84.6,13.8,2.2,86.4,20.5,45.035,1
"FL","Lee County",38.28,58.67,41.38,26.3,9.1,87,19.6,1.7,86.9,24.7,47.439,1
"FL","Leon County",60.51,35.4,61.26,11.4,31.6,62.6,6.1,3.3,91.8,44.2,46.369,0
"FL","Levy County",26.29,71.04,33.26,22.9,9.5,87.2,8.1,0.7,81.1,11.1,34.348,1
"FL","Liberty County",19.76,77.15,28.68,11.8,19.7,77,6.6,0.4,75.6,12.8,39.681,1
"FL","Madison County",41.47,57.03,47.91,17.9,38.9,58.7,5,0.4,78.2,9.7,33.833,1
"FL","Manatee County",39.81,56.96,43.32,25.5,9.3,86.4,15.7,2,87.4,26.6,47.876,1
"FL","Marion County",35.51,61.73,41.41,27.9,13.2,82.9,11.9,1.6,85,17.4,39.453,1
"FL","Martin County",35.17,62.03,38.17,29.3,5.7,90.4,12.9,1.3,88.8,29.9,49.846,1
"FL","Miami-Dade County",63.66,34.09,61.64,15.2,18.9,77.9,66.2,1.7,78.8,26.3,43.1,0
"FL","Monroe County",44.66,51.57,49.67,20.5,6.6,89.8,22.4,1.3,89.9,28,53.607,1
"FL","Nassau County",23.31,73.54,25.29,20,6.5,90.4,3.8,1,89.4,22.8,55.315,1
"FL","Okaloosa County",23.56,71.32,24.69,15.1,10.1,81.7,8.5,3.2,90.9,27.4,54.684,1
"FL","Okeechobee County",29,68.53,39.41,17.9,8.8,87.4,25.3,1,67.8,10.2,34.57,1
"FL","Orange County",60.38,35.74,58.67,10.8,22.2,69,29.2,5.6,87.2,30.1,47.581,0
"FL","Osceola County",60.93,35.9,61.85,12.7,13.4,80,49.7,3,83.8,17.6,43.891,0
"FL","Palm Beach County",56.51,41.2,58.2,22.7,18.8,76.1,20.7,2.7,87.5,32.4,52.432,0
"FL","Pasco County",37.37,58.94,46,22.5,5.6,89.4,13.4,2.4,87.2,20.4,43.888,1
"FL","Pinellas County",47.47,48.57,52.23,23,10.9,83.1,8.8,3.4,88.9,27.5,45.535,1
"FL","Polk County",41.29,55.39,46.09,19.5,15.7,79.7,19.6,1.9,82.4,18.1,43.113,1
"FL","Putnam County",30.38,66.99,37.24,21.1,16.6,80.3,9.6,0.7,77.5,11.4,32.497,1
"FL","Santa Rosa County",21.04,74.49,23.12,14.5,6.6,87.1,5.2,2.2,89.4,25.9,57.703,1
"FL","Sarasota County",42.74,54.31,45.84,33.9,5,91.6,8.7,1.6,91.9,30.8,49.052,1
"FL","Seminole County",47.07,48.7,46.23,14.3,12.2,80.6,19.2,4.1,91.8,35,58.175,1
"FL","St. Johns County",31.55,64.98,30.64,18.2,5.7,89.5,6.1,2.6,93.2,41.4,64.876,1
"FL","St. Lucie County",47.47,49.92,53.54,22.6,20.2,75.1,17.6,1.9,85.2,19.5,43.413,1
"FL","Sumter County",29.53,68.78,32.28,52.9,8.3,89.6,5.6,0.8,87.8,25.2,48.493,1
"FL","Suwannee County",21.18,76.47,26.94,19.6,13.6,83.5,9.1,0.7,79.8,9.8,35.698,1
"FL","Taylor County",23.16,74.61,30.28,18,20.7,75.8,4,0.8,76.5,11.6,36.356,1
"FL","Union County",17.81,80.22,24.83,12.4,22.9,74.7,5.3,0.4,73.9,10,42.66,1
"FL","Volusia County",41.79,54.84,48.92,23.2,11.1,84.5,12.2,1.9,87.6,20.8,42.457,1
"FL","Wakulla County",28.34,68.48,35.3,13.2,15.2,81.4,3.8,0.6,87.7,17.2,52.691,1
"FL","Walton County",20.44,76.57,23.4,18.7,5.9,89.4,6.1,1.1,84.5,24.1,43.64,1
"FL","Washington County",20.29,77.44,25.64,17.3,15.6,80,3.5,0.7,80.3,11.4,38.501,1
"GA","Appling County",20.48,78.42,24.81,15.6,19.7,77.8,9.3,0.8,76.8,12.8,36.786,1
"GA","Atkinson County",26.73,71.93,32.05,11.8,17.9,77,23.9,0.8,64.6,7.7,30.049,1
"GA","Bacon County",15.14,83.69,20.13,14.1,16.5,81,8,0.5,72.2,12.1,33.757,1
"GA","Baker County",45.14,53.82,49.87,17.8,45.6,51.6,4.8,1.2,79.5,10.9,27.353,1
"GA","Baldwin County",49.55,47.84,52.23,14.2,41.8,54.9,2.1,1.7,81.7,19,32.751,0
"GA","Banks County",9.85,88.25,12.58,15.9,2.9,93.8,6.5,1.3,75.5,11.6,41.141,1
"GA","Barrow County",22.83,73.21,23.91,11.2,11.7,81.8,9.6,3.8,82.1,17.1,53.274,1
"GA","Bartow County",20.89,76.1,23.46,12.8,10.9,85.6,8,1,80.4,15.9,47.197,1
"GA","Ben Hill County",35.42,63.04,42.17,15.4,35.5,61.8,6.3,0.8,76.9,9.8,28.547,1
"GA","Berrien County",15.86,82.4,20.49,16.5,11.1,86.6,5,0.6,76.8,12.8,32.258,1
"GA","Bibb County",58.95,38.73,59.63,14,53.8,42.6,3.2,1.9,82.4,22.5,37.55,0
"GA","Bleckley County",22.17,75.33,25.82,16.7,26.8,70.9,2.6,1,79.5,14.9,36.073,1
"GA","Brantley County",9.85,88.48,15.65,14.7,3.5,94.4,2.1,0.3,76.8,6.4,36.07,1
"GA","Brooks County",39.95,58.69,46.48,18.6,35.4,62.2,5.6,0.6,77.4,11.4,34.419,1
"GA","Bryan County",26.62,69.79,27.57,10.2,15.4,78.9,6.3,2,88,30.6,64.707,1
"GA","Bulloch County",36.49,59.94,39.83,10.3,29.1,67,3.7,1.7,85.9,27.7,35.84,1
"GA","Burke County",50.59,48.03,55.28,14.1,48.4,49.2,3,0.5,76.9,9.9,31.494,0
"GA","Butts County",27.08,70.88,31.65,14.3,27.7,70.2,3.1,0.5,74.7,8.4,49.754,1
"GA","Calhoun County",58.23,40.98,59.3,12.5,61.2,36.1,4.7,0.6,68.6,11.5,26.986,0
"GA","Camden County",31.42,65.27,35.44,11.3,19.5,75,6.2,1.7,90.4,19.5,51.99,1
"GA","Candler County",27.23,70.83,32.76,16.7,24.5,73.2,11.2,0.8,78.5,14.6,35.07,1
"GA","Carroll County",28.4,68.54,30.49,12.5,19.1,77.3,6.5,1,79.7,18.3,46.147,1
"GA","Catoosa County",17.99,78.69,22.66,16,2.8,93.7,2.8,1.4,82.3,17.5,47.087,1
"GA","Charlton County",25.05,73.6,31.81,13.3,32,65,3.5,0.6,74.3,9.4,40.111,1
"GA","Chatham County",55.65,41.17,55.49,13.6,40.1,54.5,6,2.8,88.7,31.3,45.794,0
"GA","Chattahoochee County",42.85,53.9,48.95,4.1,19.3,72.2,15,2.8,92.5,27.5,48.758,1
"GA","Chattooga County",19.55,78.3,28.49,16.5,10.4,86.6,4.8,0.6,69,7.7,33.228,1
"GA","Cherokee County",22.74,72.74,20.21,11.9,6.6,89,10.1,1.9,88.9,34.2,67.261,1
"GA","Clarke County",66.74,28.7,63.25,9.7,27.7,65.5,10.8,4.4,85.1,39.5,33.06,0
"GA","Clay County",54.84,44.53,61.48,23.3,59.5,38.6,1.1,0.5,77.9,7.9,21.192,0
"GA","Clayton County",85.06,13.16,84.81,8.3,68.3,23.6,13.1,5.3,81.7,18,40.606,0
"GA","Clinch County",28.04,70.57,34.47,15,28.3,69,4.2,0.2,71.1,12.5,30.345,1
"GA","Cobb County",48.84,46.75,42.89,10.6,27.3,64.6,12.7,5.1,90.8,43.7,63.92,0
"GA","Coffee County",29.43,68.9,34.97,12.3,28,69.4,10.9,0.9,75.5,12.9,35.693,1
"GA","Colquitt County",25.46,72.78,29.81,14,23.2,73.1,18.3,1,72.1,13.1,32.484,1
"GA","Columbia County",29.39,67.08,27.91,11.8,16.9,75.4,6.2,4.2,91.3,34.1,69.306,1
"GA","Cook County",29.02,69.15,33.88,14.7,27.8,69.8,6.1,0.8,74.8,12.4,34.985,1
"GA","Coweta County",27.03,69.34,27.3,12.4,18,77.7,6.7,1.9,87.8,26.9,60.813,1
"GA","Crawford County",27.52,70.43,33.16,16.9,21.3,76.2,3.1,0.4,78.7,13,41.586,1
"GA","Crisp County",37.8,60.52,42.78,16,43.6,53.8,3.2,1,79.5,15.5,35.24,1
"GA","Dade County",15.47,80.91,23.41,17,1.4,95.6,2.1,1.1,80.3,17,43.205,1
"GA","Dawson County",12.36,84.59,12.13,17.9,0.9,96.4,4,0.7,85.8,24.4,53.525,1
"GA","Decatur County",40.09,58.69,43.76,15.4,41.6,55.7,5.6,0.7,78.4,14.7,30.619,1
"GA","DeKalb County",80.82,16.06,77.86,10.4,54.8,36.7,8.9,5.9,88.4,39.7,50.856,0
"GA","Dodge County",26.25,71.78,31.56,15.2,30,68,3.4,0.5,80.2,15.2,37.292,1
"GA","Dooly County",48.49,50.6,53.11,15.7,50.5,47.6,7.3,0.7,70.9,10.1,29.012,1
"GA","Dougherty County",68.46,30.15,69.3,13.6,68.4,29,2.6,1,79.9,17.8,31.671,0
"GA","Douglas County",53.99,43.24,51.47,10.3,43.5,51.8,8.9,1.7,87.2,24.4,52.691,0
"GA","Early County",45.27,53.37,51.64,18.4,49.9,48.2,2.2,0.6,76.7,12.9,28.853,1
"GA","Echols County",13.28,85.62,15.7,11.3,5.6,88.7,28.1,0.5,74.7,5.7,31.375,1
"GA","Effingham County",20.74,76.36,23.78,10.8,14,82.7,3.7,0.9,85.2,16.8,63.03,1
"GA","Elbert County",31.69,66.6,39.06,19.1,29.4,68.2,5.5,0.9,78.3,11.3,35.817,1
"GA","Emanuel County",31.04,68,36.22,15.8,34.2,63.6,4.6,0.7,76.5,11.6,32.046,1
"GA","Evans County",31.37,66.74,35.56,15.1,31.2,65.5,12,1.2,76.2,14.1,36.788,1
"GA","Fannin County",16.32,81.79,20.26,25.6,0.8,96.9,2,0.5,79,14.4,34.239,1
"GA","Fayette County",38.51,58.02,33.7,16.2,22,70.9,7.1,4.5,94.3,42.6,79.977,1
"GA","Floyd County",26.65,70.2,29.36,15.7,14.8,80.9,10.3,1.4,77.9,18.1,40.821,1
"GA","Forsyth County",24.07,71.73,17.82,11.1,3.5,85.2,9.7,9.1,91.4,43.8,86.569,1
"GA","Franklin County",14.67,83.24,19.32,18.7,9.6,87.3,4.3,0.9,72.3,13,34.83,1
"GA","Fulton County",69.23,27.11,64.23,10.4,44.3,46.7,7.6,6.7,90.4,48.2,56.857,0
"GA","Gilmer County",15.38,82.32,17.76,22,0.9,96.3,10.9,0.4,76.5,16.4,39.14,1
"GA","Glascock County",9.93,88.85,13.2,17.4,9.9,87.9,1.5,0.4,78.3,9.6,37.76,1
"GA","Glynn County",34.48,63.11,36.07,17.7,26.5,69.5,6.5,1.5,86.6,26.1,46.407,1
"GA","Gordon County",16.85,80.48,20.38,13.3,4.4,92,15.2,1.1,73.4,14.2,40.926,1
"GA","Grady County",32.71,65.82,36.41,16,29.1,67.4,10.9,0.6,72.7,11.3,30.571,1
"GA","Greene County",36.17,62.14,38.43,26.2,36.6,61,6.3,0.5,78.7,21.4,42.565,1
"GA","Gwinnett County",50.96,45.21,44.62,8.6,27,58.1,20.5,11.5,87,33.9,60.445,0
"GA","Habersham County",15.4,81.75,15.73,17.4,4,90.7,13.6,2.5,77.9,17.1,39.306,1
"GA","Hall County",23.03,73.69,21.08,13.6,8.1,87.3,27.5,2,78.8,22.8,50.853,1
"GA","Hancock County",75.45,23.54,80.99,20,72.6,25.4,1.7,0.7,75.8,9.9,25,0
"GA","Haralson County",13.02,84.64,17.25,16,5.1,92.3,1.4,0.7,74.2,14.1,39.993,1
"GA","Harris County",24.9,72.79,26.75,16.7,17.1,79.9,3.3,0.9,89.2,27.3,69.223,1
"GA","Hart County",25.63,72.29,30.2,20.6,18.8,78.4,3.6,1,80.3,15.5,35.615,1
"GA","Heard County",17.67,80.12,22.75,15.7,10.7,86.4,2.5,0.6,72.7,8.2,39.909,1
"GA","Henry County",50.9,46.55,47.94,10.4,40.6,53.4,6.4,3.4,89.5,26.1,60.781,0
"GA","Houston County",37.71,59.35,39.1,11.7,30.3,63.6,6.6,2.8,88.8,24,54.893,1
"GA","Irwin County",24.32,74.09,30.79,18.2,26.7,71.3,3.6,0.8,81.1,10.3,40.771,1
"GA","Jackson County",16.52,80.4,17.9,13.5,7.2,88.8,6.7,1.9,81.1,19.5,53.179,1
"GA","Jasper County",25.66,72.36,30.6,15.5,21.5,76,4.2,0.3,83.6,13.3,42.192,1
"GA","Jeff Davis County",17.7,80.61,23.85,14.2,15.6,82,11.3,0.6,79.6,9.6,36.296,1
"GA","Jefferson County",54.93,44.09,58.31,17,53.6,44.5,3.3,0.7,73.8,8.8,26.968,0
"GA","Jenkins County",36.52,62.36,43.92,15.3,43.2,54.6,5.1,0.5,72.6,13.1,26.104,1
"GA","Johnson County",30.85,68.41,34.6,15.5,35,63.5,2.2,0.3,75.8,11.5,36.722,1
"GA","Jones County",31.62,66.3,35.31,15.4,24.9,73,1.5,0.8,88.7,17.8,51.497,1
"GA","Lamar County",29.93,68.42,34.29,16,31.7,65.7,2.2,0.5,81.9,14.2,41.016,1
"GA","Lanier County",28.14,69.35,37.46,12.1,22.7,72.1,5.5,1.4,76.4,12,39.452,1
"GA","Laurens County",34.64,63.76,38.32,16.2,36.2,61.3,2.5,1.1,79.8,15,34.793,1
"GA","Lee County",22.44,75.44,23.42,10.7,20.7,75.1,2.6,2.4,83.9,20.5,60.104,1
"GA","Liberty County",59.27,38.09,64.64,7.5,40.8,51.1,12.1,2.4,90.9,20.2,43.832,0
"GA","Lincoln County",31,67.29,35.84,20.7,31.6,66.6,1.3,0.5,82.1,11.4,35.625,1
"GA","Long County",33,63.84,37.88,7.7,25.6,68.3,11.8,1.2,85,14,42.651,1
"GA","Lowndes County",39.7,57.88,44.34,11,36.6,59,5.5,1.7,84,23.1,37.365,1
"GA","Lumpkin County",17.98,78,18.84,15.7,1.9,94.7,4.9,0.7,85,25.4,43.775,1
"GA","Macon County",63.1,35.92,67.16,14.9,59.8,37.2,4.1,1.6,70.5,10.1,30.24,0
"GA","Madison County",20.28,76.98,22.44,15.6,9.4,87.7,4.7,1.2,78.7,14.9,42.549,1
"GA","Marion County",38.11,60.35,44.55,17,30.8,64,7.6,1,75.1,10.6,33.301,1
"GA","McDuffie County",39.91,58.61,42.16,15.9,40.7,56.8,2.8,0.5,74.6,13.7,37.487,1
"GA","McIntosh County",39,59.09,45.16,21.7,34.9,62.8,2,0.4,80.5,15.8,39.068,1
"GA","Meriwether County",41.39,56.81,46.74,18.6,39.4,58.2,2.2,0.7,73,8.9,37.333,1
"GA","Miller County",24.49,74.33,30.61,19.6,28.1,69.4,2,0.7,79.9,11.9,32.26,1
"GA","Mitchell County",44.44,54.37,49.33,14.9,48,49.8,4.3,0.7,72.3,9.6,32.054,1
"GA","Monroe County",28.17,69.59,30.83,16.8,23.7,73.9,2.3,1,79.5,18.7,48.63,1
"GA","Montgomery County",23.79,74.94,29.63,15.5,26.8,71.4,6,0.4,82.3,15.5,32.702,1
"GA","Morgan County",28.17,69.52,30.51,18.2,23.2,74,3,0.8,81.7,22.7,47.729,1
"GA","Murray County",14.48,83.24,22.68,13.3,1.4,95.8,14,0.5,69.3,9.6,34.888,1
"GA","Muscogee County",57.97,39.38,60.3,12,46.1,47.9,7.5,2.5,85.4,22.6,41.339,0
"GA","Newton County",50.1,47.75,50.55,11.9,43,53.6,4.9,1.1,84.5,19.4,50.58,0
"GA","Oconee County",27.6,67.71,24.88,13.5,5.4,89,4.6,3.9,91.3,43.1,75.004,1
"GA","Oglethorpe County",27.5,69.5,30.57,18,17.7,79.5,3.9,0.7,79,18,45.729,1
"GA","Paulding County",27.87,69.11,27.56,9.5,18,78.4,5.7,1.1,88.5,23.4,61.837,1
"GA","Peach County",47.51,50.52,53.4,13.3,45.1,51.5,7.3,1,82.7,19.2,39.844,1
"GA","Pickens County",14.14,83.33,15.58,20.3,1.7,95.8,3.1,0.8,80.8,22.5,51.383,1
"GA","Pierce County",12.37,86.35,16.42,15.6,9.3,87.8,5.1,0.6,77.6,11.8,39.067,1
"GA","Pike County",14.28,83.84,16.73,14.6,10.5,87.3,1.6,0.5,85.1,17,53.865,1
"GA","Polk County",20.22,77.74,26.57,14.9,13,83.6,13,0.8,72.7,13.1,39.208,1
"GA","Pulaski County",30.68,67.7,33.12,18.9,31.7,65.6,3.5,1.1,77.5,9.6,41.55,1
"GA","Putnam County",29.11,69.09,31.69,21.5,27.3,70.4,6.6,0.6,84.5,18.7,44.764,1
"GA","Quitman County",44.16,55.08,54.26,27.7,47.5,51.3,1.4,0.2,72.3,3.2,31.068,1
"GA","Rabun County",18.15,79.09,20.95,25.5,1.6,95.2,8.4,0.9,85.2,26.6,35.423,1
"GA","Randolph County",55.16,43.87,58.01,20.9,60.9,37.7,2.1,0.5,72.3,17.4,30.023,0
"GA","Richmond County",64.98,32.61,66.52,12.6,55.5,39.5,4.6,1.8,83.7,20.5,37.749,0
"GA","Rockdale County",61.74,35.82,57.76,12.8,51,44.4,10,1.9,86.2,26,52.579,0
"GA","Schley County",21.01,77.11,25.63,14.7,21.5,76.9,4.4,0.8,73,14.2,38.425,1
"GA","Screven County",40.36,57.99,45.45,16.8,41.7,56.2,1.7,0.5,78.9,13,34.848,1
"GA","Seminole County",33.16,65.5,39.18,21.8,33,64.6,2.9,0.8,81.2,12.2,30.521,1
"GA","Spalding County",36.03,60.28,39.45,16.1,33.2,63.7,4.5,0.9,76.6,14.8,41.534,1
"GA","Stephens County",18.8,78.71,22.43,18.3,11.3,85.1,3,0.9,80.4,14.2,37.898,1
"GA","Stewart County",59.43,39.21,63.6,15.3,51.5,45.1,24.5,1,63.1,10,23.451,0
"GA","Sumter County",50.31,48.07,53.89,14.8,52.8,44,5.3,1.4,76.2,18.5,33.796,0
"GA","Talbot County",61.7,36.88,64.87,19.1,56.6,41.3,2.1,0.2,76.7,12.3,32.424,0
"GA","Taliaferro County",60.76,38.91,66.18,22.4,56.9,40.5,4,0.8,68.3,9.3,25.465,0
"GA","Tattnall County",24.39,74.02,28.45,12.5,29.5,68.1,10.5,0.5,75.1,11.6,37.587,1
"GA","Taylor County",38.07,60.61,44.42,18.2,38.2,60.1,2.3,0.8,76.4,10.1,27.455,1
"GA","Telfair County",34.61,64.55,41.62,15.3,36.6,61.3,14.7,0.8,73.9,10.9,26.634,1
"GA","Terrell County",54.25,44.8,57.84,17.7,60.3,37.2,2.6,0.4,65.6,8.7,32.628,0
"GA","Thomas County",38.11,59.93,40.39,16.8,36.8,60.5,3.4,0.9,81.8,18.1,34.035,1
"GA","Tift County",30.42,67.83,33.4,14,30.1,66.6,11.3,1.5,77.5,16,34.591,1
"GA","Toombs County",25.67,72.6,29.36,15.2,26,70.8,11.2,0.9,79.2,15.2,31.189,1
"GA","Towns County",17.93,79.94,20.54,32.2,1.2,96.9,2.6,0.7,86.8,22.7,36.57,1
"GA","Treutlen County",31.85,66.96,39.01,15,32.3,66.1,2.9,0.3,74.4,12.3,37.894,1
"GA","Troup County",37.21,60.65,40.6,13.7,35.4,60.7,3.7,1.8,81.8,18.6,41.161,1
"GA","Turner County",36.67,61.77,42.41,18.6,39.4,58.3,4.5,0.8,72.1,9.8,28.326,1
"GA","Twiggs County",48.61,50.19,54.04,19.6,40.9,57,1.9,0.3,70.3,10.8,31.234,1
"GA","Union County",16.3,81.81,19.3,31.3,0.9,96.7,3.1,0.6,84.7,19.6,40.009,1
"GA","Upson County",31.77,66.72,35.13,17.8,28,69.5,2.5,0.7,77.6,11.4,35.329,1
"GA","Walker County",17.6,79.11,24.08,16.6,4.5,93,2,0.5,79.1,14,39.963,1
"GA","Walton County",20.48,76.92,21.66,14.2,17,79.6,3.9,1.4,83.1,18.4,52.369,1
"GA","Ware County",28.28,70.02,32.64,16.2,29.3,67.3,3.7,1.1,80.4,13.9,34.572,1
"GA","Warren County",56.3,42.5,60.47,20.3,59.9,38.2,1.1,0.4,73.2,7.3,27.796,0
"GA","Washington County",49.72,49.13,53.49,16,52.7,45.5,2.2,0.6,76.2,11.1,33.652,0
"GA","Wayne County",19.65,78.52,25.29,14.7,20.7,76.2,6.3,0.6,81.3,11.4,35.83,1
